"VARIABLE","Variable","TRANSPORT_MODE","Transport mode","SCENARIO","Scenario","COUNTRY_GROUP","Country group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSA","Sub-Saharan Africa","2050","2050",,,"9","Billions",,,127.536800235041,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,959.755893340205,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,883.013972912645,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,1071.09628183232,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,1319.54439738165,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,1412.04097922547,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,1788.34174778071,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,2385.95701365831,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,755.425919158325,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,689.181307724334,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,757.467427767041,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,817.837970316049,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,984.266677773897,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,1119.7085960868,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,1267.31036975067,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,324.731264249452,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,394.404159704597,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,330.612691022245,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,348.291996374874,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,461.867297443531,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,534.528694927533,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,623.561919725424,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,100.951064485942,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,58.8423535586064,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,117.044855044492,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,131.286218493242,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,173.647205028895,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,193.949109229039,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,215.692120230865,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,959.755893340205,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,883.013972912645,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,1071.09628183232,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,1389.36656478083,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,1552.03918038018,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,2182.90471428392,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,3100.18903906948,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,755.425919158325,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,689.181307724334,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,757.467427767041,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,784.511414460211,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,891.436788200762,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,947.093451685397,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,1001.45801184032,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,324.731264249452,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,394.404159704597,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,330.612691022245,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,317.79524934106,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,390.706836521444,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,416.9540192886,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,468.642257230182,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2019","2019",,,"9","Billions",,,100.951064485942,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2020","2020",,,"9","Billions",,,58.8423535586064,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2022","2022",,,"9","Billions",,,117.044855044492,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2025","2025",,,"9","Billions",,,130.901328400991,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2030","2030",,,"9","Billions",,,161.908970136315,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2040","2040",,,"9","Billions",,,157.792752112821,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","SSWA","South and Southwest Asia","2050","2050",,,"9","Billions",,,150.10928580663,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,108.421950847593,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,106.972756048469,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,122.91057862861,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,145.60462332532,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,143.757745333316,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,163.759846987616,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,172.80418742864,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,14.268523823519,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,11.3096127775698,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,14.7848873772111,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,16.0825272093033,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,21.5466030316685,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,22.1197763860617,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,20.5264301434232,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,128.926573831753,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,135.240486734717,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,130.727608120024,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,131.162622819629,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,160.060696941608,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,236.630783367948,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,264.939943864278,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,15.6530048196472,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,9.29825494336907,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,16.6308915741331,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,17.3504781474076,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,21.7365000751414,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,23.4132995974047,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,18.3193237532799,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,108.421950847593,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,106.972756048469,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,122.91057862861,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,154.498016399878,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,159.897605318219,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,199.324629390188,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,235.662618144238,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,14.268523823519,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,11.3096127775698,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,14.7848873772111,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,16.2251836097941,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,20.7806481293156,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,22.4059253781946,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,23.3546179065958,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,128.926573831753,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,135.240486734717,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,130.727608120024,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,118.89974376515,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,131.703361703483,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,166.44384939448,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,158.436147937522,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2019","2019",,,"9","Billions",,,15.6530048196472,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2020","2020",,,"9","Billions",,,9.29825494336907,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2022","2022",,,"9","Billions",,,16.6308915741331,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2025","2025",,,"9","Billions",,,17.1336676519003,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2030","2030",,,"9","Billions",,,20.2309800972519,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2040","2040",,,"9","Billions",,,21.3263717945657,,
"VKM","Vehicle-kilometres","BUSES","Buses","HIGH","High ambition","TAP","Transition economies and other Asia Pacific","2050","2050",,,"9","Billions",,,16.2321107274996,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,125.553967444342,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,119.866086138263,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,140.896865253923,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,155.104574069127,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,165.647924830708,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,204.938407406466,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,260.493567430074,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,17.0065710221016,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,14.7957831043704,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,16.9189299074926,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,18.1569527311531,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,17.5110697613176,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,18.7519674895564,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,18.8527971999604,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,2598.20407402202,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,2362.08926474704,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,2655.08010976633,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,2837.26971263924,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,3025.64188078034,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,3684.53719317325,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,3944.19417433105,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,6.93307618171289,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,3.35651010849266,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,9.03909204714714,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,11.6704091766937,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,13.2065914581165,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,20.4498583458336,,
"VKM","Vehicle-kilometres","BUSES","Buses","CURRENT","Current ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,38.5898924590912,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,125.553967444342,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,119.866086138263,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,140.896865253923,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,157.204818987817,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,168.240923475377,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,207.344785412729,,
"VKM","Vehicle-kilometres","NONMOTOR","Non-motorised vehicles","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,265.883525813952,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,17.0065710221016,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,14.7957831043704,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,16.9189299074926,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2025","2025",,,"9","Billions",,,18.0793052219331,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2030","2030",,,"9","Billions",,,17.4747199662985,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2040","2040",,,"9","Billions",,,19.0303661643506,,
"VKM","Vehicle-kilometres","TWOWHEELERS","Two- and three-wheelers","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2050","2050",,,"9","Billions",,,20.5307059611948,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2019","2019",,,"9","Billions",,,2598.20407402202,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2020","2020",,,"9","Billions",,,2362.08926474704,,
"VKM","Vehicle-kilometres","CARS","Passenger cars","HIGH","High ambition","UCAN","United States of America, Canada, Australia and New Zealand","2022","2022",,,"9","Billions",,,2655.08010976633,,
